,title,final_size,ABV,IBU,OG,FG,color,views,brewed,rating,boil_size,boil_time,boil_grav,pitch_rate,temp_prim,efficiency,mash_thick,reviews,calories,carbs,mash_ph,has_prim_data,has_mash_ph,has_mash_thick,has_pitch_rate,method_AllGrain,method_BIAB,method_Extract,method_PartialMash,d_G_abs,d_G_pct,d_size_abs,d_size_pct,style_under_threshold,style_AmericanAmberAle,style_AmericanBrownAle,style_AmericanIPA,style_AmericanLightLager,style_AmericanPaleAle,style_AmericanStout,style_BlondeAle,style_CreamAle,style_ImperialIPA,style_IrishRedAle,style_Kölsch,style_OatmealStout,style_RobustPorter,style_RussianImperialStout,style_Saison,style_SpecialtyIPA:NewEnglandIPA,style_SweetStout,style_Weissbier,style_Weizen/Weissbier,style_Witbier,beer_style
2635,All Hallow's Eve Pumpkin Ale,20.819764812,5.36,30.22,1.056,1.015,10.46,1698,3,0.0,28.39058838,60,1.041,,18.88888888888889,60,,0,185,20,,0,0,0,0,1,0,0,0,0.04100000000000015,0.038825757575757715,7.570823568000002,0.2666666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanAmberAle
2636,Plumpkin Pumkin the 2nd,18.92705892,7.09,77.78,1.069,1.015,14.25,651,3,0.0,24.113073064079998,60,1.054,,,75,1.25,0,227,22,,1,0,1,0,1,0,0,0,0.05400000000000005,0.0505144995322732,5.186014144079998,0.21507064364207215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OldAle
2637,Citra Double IPA,22.712470703999998,8.23,110.3,1.074,1.011,6.57,3992,3,0.0,24.605176596,60,1.068,,19.444444444444443,35,,0,243,20,,0,0,0,0,0,0,0,1,0.06300000000000017,0.058659217877095125,1.8927058920000022,0.07692307692307701,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ImperialIPA
2638,Pilsener Ale 0.1,16.0,4.77,41.63,1.05,1.014,4.81,1520,3,0.0,20.0,60,1.04,0.5,18.0,71,4.0,0,166,18,,0,0,1,1,1,0,0,0,0.03600000000000003,0.034285714285714315,4.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BohemianPilsener
2639,Single Hop - Warrior,42.0,6.95,68.31,1.074,1.021,7.08,2563,3,0.0,55.0,70,1.056,1.0,20.0,75,2.5,0,247,27,,0,0,1,1,1,0,0,0,0.05300000000000016,0.049348230912476865,13.0,0.23636363636363636,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
2640,Practically Pumpkin Pie Ale,20.819764812,6.63,20.72,1.072,1.021,10.35,4604,3,0.0,28.39058838,60,1.053,0.35,20.0,70,1.25,0,240,27,,0,0,1,1,1,0,0,0,0.051000000000000156,0.047574626865671786,7.570823568000002,0.2666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FruitBeer
2641,Scotch Bastard_5,18.92705892,7.98,45.32,1.084,1.023,29.41,1844,3,0.0,26.497882488,60,1.06,,,70,1.1,0,280,30,,0,0,1,0,1,0,0,0,0.061000000000000165,0.05627306273062745,7.570823567999998,0.28571428571428564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,StrongScotchAle
2642,Irish Red Ale Iffy,20.0,4.75,28.54,1.05,1.014,14.69,2318,3,0.0,20.0,90,1.05,,20.0,75,,0,166,18,,1,0,0,0,0,1,0,0,0.03600000000000003,0.034285714285714315,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,IrishRedAle
2643,Mighty Malty Hop Nose,25.0,4.61,33.69,1.05,1.015,25.32,1023,3,0.0,31.0,90,1.04,0.75,20.0,75,3.0,0,166,19,,0,0,1,1,1,0,0,0,0.03500000000000014,0.033333333333333465,6.0,0.1935483870967742,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BritishStrongAle
2644,twisted citra kiwi ipa,41.639529624,5.72,51.04,1.0590000000000002,1.016,10.48,1490,3,0.0,49.210353192,60,1.05,0.75,21.11111111111111,68,1.35,0,196,21,,0,0,1,1,1,0,0,0,0.04300000000000015,0.04060434372049116,7.570823568000002,0.15384615384615388,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
2645,Nativity Imperial Sour Porter,22.712470703999998,7.38,35.89,1.082,1.026,35.6,1303,3,0.0,21.766117758,90,1.085,1.25,23.88888888888889,75,,0,276,32,,0,0,0,1,0,0,0,1,0.05600000000000005,0.051756007393715386,-0.9463529459999975,-0.043478260869565105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BalticPorter
2646,West Coast IPA 10,41.639529624,8.36,60.12,1.079,1.015,7.41,3025,3,0.0,51.103059084,60,1.064,1.0,18.333333333333332,75,,0,260,23,,0,0,0,1,1,0,0,0,0.06400000000000006,0.05931417979610756,9.463529460000004,0.18518518518518526,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
2647,Pascal Porter,18.92705892,6.29,45.54,1.065,1.0170000000000001,29.22,1726,3,0.0,11.356235351999999,60,1.1079999999999999,,,35,,0,216,23,,1,0,0,0,0,0,1,0,0.04799999999999982,0.045070422535211103,-7.570823568000002,-0.6666666666666669,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,RobustPorter
2648,Boog's Pale Ale,41.639529624,5.69,41.91,1.0590000000000002,1.015,8.09,791,3,0.0,45.424941407999995,60,,0.5,17.77777777777778,70,,0,195,20,,0,0,0,1,1,0,0,0,0.04400000000000026,0.041548630783758506,3.7854117839999972,0.08333333333333329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
2649,American Garage Amber Ale,20.819764812,5.0,38.15,1.051,1.013,10.71,2837,3,0.0,28.39058838,60,1.037,,,70,,0,168,18,,0,0,0,0,1,0,0,0,0.038000000000000034,0.03615604186489062,7.570823568000002,0.2666666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanAmberAle
2650,Hefe Weissbier Hell,21.0,4.69,10.5,1.0496051247527411,1.0138774369648753,3.27,2790,3,0.0,28.5,75,,0.35,19.0,80,,0,164,18,,0,0,0,1,1,0,0,0,0.035727687787865836,0.034039170489265975,7.5,0.2631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Weizen/Weissbier
2651,Fätzen Schindeefest (extract),20.819764812,5.38,24.32,1.057,1.016,11.84,3508,3,0.0,13.248941244,60,1.0390000000000001,1.5,10.0,65,,0,189,21,,1,0,0,1,0,0,1,0,0.040999999999999925,0.03878902554399236,-7.570823568,-0.5714285714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oktoberfest/Märzen
2652,Sam Smith's Oatmeal Stout,23.0,4.78,24.44,1.051,1.015,36.33,4321,3,0.0,28.5,60,,0.75,20.0,69,,0,169,19,,0,0,0,1,1,0,0,0,0.03600000000000003,0.03425309229305427,5.5,0.19298245614035087,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,OatmealStout
2653,Dark Skies Black IPA,20.819764812,5.63,90.26,1.06,1.0170000000000001,35.06,4621,3,0.0,26.497882488,60,1.047,,,72,,0,199,22,,0,0,0,0,1,0,0,0,0.04299999999999993,0.040566037735848985,5.678117675999999,0.21428571428571427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SpecialtyBeer
2654,D and B black hops,22.712470703999998,6.86,100.83,1.068,1.016,40.0,1033,3,0.0,11.356235351999999,60,1.137,,,35,,0,225,23,,0,0,0,0,0,0,1,0,0.052000000000000046,0.04868913857677907,-11.356235351999999,-1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
2655,Black IPA,37.85411784,6.06,138.85,1.0659999999999998,1.022,40.0,1876,3,0.0,43.532235516,60,1.057,,18.88888888888889,75,,0,221,27,,0,0,0,0,1,0,0,0,0.04399999999999982,0.04127579737335818,5.678117675999999,0.13043478260869565,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
2656,Irish Red Ale (8 weeks),21.0,4.93,42.4,1.051,1.014,19.98,4319,3,0.0,25.0,60,1.043,,20.0,70,2.5,0,169,18,,0,0,1,0,1,0,0,0,0.03699999999999992,0.035204567078972335,4.0,0.16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,IrishRedAle
2657,Zef Side IPA (Duet Bastardization),20.819764812,6.62,63.94,1.0659999999999998,1.015,6.56,1436,3,0.0,28.39058838,60,,,21.11111111111111,70,,0,218,21,,0,0,0,0,1,0,0,0,0.050999999999999934,0.047842401500938034,7.570823568000002,0.2666666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
2658,James Pale Ale,23.0,4.4,59.87,1.038,1.005,13.89,1132,3,0.0,28.5,60,,0.35,17.0,56,,0,122,10,,0,0,0,1,0,1,0,0,0.03300000000000014,0.031791907514451004,5.5,0.19298245614035087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Standard/OrdinaryBitter
2659,"NE Style ""Juicy"" IPA",20.819764812,5.96,44.45,1.054,1.0090000000000001,4.08,1755,3,0.0,26.497882488,60,1.043,1.0,20.0,70,1.25,0,176,15,,0,0,1,1,1,0,0,0,0.04499999999999993,0.04269449715370012,5.678117675999999,0.21428571428571427,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
2660,Spring  Creame,45.424941407999995,4.45,9.97,1.044,1.01,3.82,879,3,0.0,51.103059084,90,1.0390000000000001,,21.11111111111111,79,,0,145,14,,1,0,0,0,1,0,0,0,0.03400000000000003,0.032567049808429144,5.6781176760000065,0.11111111111111123,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CreamAle
2661,Arrogant Bastard Clone,22.712470703999998,6.7,90.07,1.0680898420423053,1.017010696478011,17.08,4337,3,0.0,28.39058838,90,,1.0,20.0,70,,0,226,23,,0,0,0,1,1,0,0,0,0.05107914556429427,0.04782289237638036,5.678117676000003,0.2000000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OldAle
2662,Prestidigitation (Magic Hat #9 clone),18.92705892,4.6,19.85,1.0490000000000002,1.014,5.47,1838,3,0.0,11.356235351999999,60,,0.5,18.333333333333332,35,,0,163,18,,1,0,0,1,0,0,0,1,0.03500000000000014,0.03336510962821748,-7.570823568000002,-0.6666666666666669,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
2663,Russian Imperial Stout,15.0,9.71,65.64,1.103,1.0290000000000001,40.0,2388,3,0.0,7.0,30,,1.0,,50,,0,346,38,,0,0,0,1,0,0,1,0,0.07399999999999984,0.06708975521305516,-8.0,-1.1428571428571428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,RussianImperialStout
2664,"""Big Black"" Belgian Black IPA",17.034353027999998,7.48,73.9,1.074,1.0170000000000001,38.2,2671,3,0.0,9.46352946,60,,1.25,19.444444444444443,50,,0,246,24,,1,0,0,1,0,0,1,0,0.05699999999999994,0.05307262569832396,-7.570823567999998,-0.7999999999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SpecialtyBeer
2665,Slaughter Creek Imperial IPA,39.746823731999996,8.09,99.52,1.089,1.028,14.78,712,3,0.0,47.3176473,90,,,21.11111111111111,80,,0,299,35,,0,0,0,0,1,0,0,0,0.06099999999999994,0.05601469237832869,7.570823568000002,0.16000000000000003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ImperialIPA
2666,Punk IPA clone test 1,23.0,6.18,68.93,1.063,1.016,6.65,4370,3,0.0,32.5,60,,,20.0,70,,0,208,22,,0,0,0,0,1,0,0,0,0.04699999999999993,0.04421448730009401,9.5,0.2923076923076923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
2667,Ægir IPA Clone,21.0,6.78,55.04,1.071,1.02,11.75,5949,3,0.0,28.5,60,,,20.0,75,,0,237,26,,0,0,0,0,1,0,0,0,0.050999999999999934,0.04761904761904756,7.5,0.2631578947368421,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
2668,Oatmeal IPA,19.873411865999998,6.92,48.4,1.061,1.008,10.53,9731,3,0.0,28.39058838,90,,1.0,20.0,60,,0,199,16,,0,0,0,1,1,0,0,0,0.052999999999999936,0.04995287464655979,8.517176514000003,0.3000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
2669,Kolsch II,20.819764812,5.33,26.91,1.054,1.014,4.79,2156,3,0.0,28.39058838,90,,0.75,17.22222222222222,73,,0,178,19,,1,0,0,1,1,0,0,0,0.040000000000000036,0.037950664136622424,7.570823568000002,0.2666666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Kölsch
2670,Milk Stout,18.92705892,5.69,24.47,1.0659999999999998,1.023,40.0,2314,3,0.0,24.605176596,60,,,20.0,60,,0,221,27,,0,0,0,0,1,0,0,0,0.04299999999999993,0.040337711069418324,5.678117675999999,0.23076923076923075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SweetStout
2671,Raspberry Tart,20.819764812,6.03,16.26,1.061,1.015,8.0,4467,3,0.0,24.605176596,90,,0.75,,70,,0,202,21,,1,0,0,1,1,0,0,0,0.04600000000000004,0.04335532516493878,3.785411784000001,0.15384615384615388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FruitBeer
2672,Pelican Tsunami Stout Clone Dbl Grain,18.92705892,7.51,91.31,1.0759999999999998,1.0190000000000001,40.0,2710,3,0.0,12.302588298,60,1.117,1.0,18.88888888888889,70,,0,252,26,,1,0,0,1,0,0,0,1,0.05699999999999972,0.052973977695167034,-6.6244706220000005,-0.5384615384615385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ForeignExtraStout
2673,Belgian Pale,20.819764812,6.07,42.3,1.061,1.015,7.52,2799,3,0.0,28.39058838,90,1.045,,,73,,0,202,21,,0,0,0,0,1,0,0,0,0.04600000000000004,0.04335532516493878,7.570823568000002,0.2666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BelgianBlondAle
2674,Saison v2,45.424941407999995,7.07,23.48,1.06,1.006,3.0,2043,3,0.0,52.995764976,90,1.051,1.0,21.11111111111111,90,,0,194,14,,0,0,0,1,1,0,0,0,0.05400000000000005,0.05094339622641514,7.570823568000002,0.1428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Saison
2675,Awesome Recipe,18.92705892,9.35,93.57,1.095,1.024,40.0,928,3,0.0,18.92705892,75,,,,70,,0,318,33,,0,0,0,0,0,0,0,1,0.07099999999999995,0.06484018264840179,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,RobustPorter
2676,Wayfayer Wit,19.873411865999998,5.5,15.42,1.055,1.013,4.71,1043,3,0.0,15.141647136,60,,1.0,17.77777777777778,35,,0,182,18,,1,0,0,1,0,0,1,0,0.04200000000000004,0.0398104265402844,-4.731764729999998,-0.3124999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Witbier
2677,Vanilla Cream Ale,11.356235351999999,5.15,19.36,1.055,1.015,5.11,1245,3,0.0,13.248941244,60,,,15.555555555555555,68,,0,183,20,,0,0,0,0,1,0,0,0,0.040000000000000036,0.037914691943128,1.8927058920000004,0.1428571428571429,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CreamAle
2678,PBP - Elvis' Peanut Butter Porter,7.570823568,7.28,41.29,1.074,1.018,39.54,2653,3,0.0,12.1133177088,75,,,22.22222222222222,70,,0,246,25,,1,0,0,0,1,0,0,0,0.05600000000000005,0.05214152700186224,4.542494140800001,0.37500000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,RobustPorter
2679,MentalMan,26.0,4.22,54.04,1.045,1.013,12.94,1329,3,0.0,13.0,60,1.0490000000000002,,,70,,0,149,17,,0,0,0,0,0,0,1,0,0.03200000000000003,0.03062200956937802,-13.0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
2680,Left Hand Milk Stout Clone,20.819764812,5.31,22.34,1.054,1.013,38.61,5801,3,0.0,28.39058838,60,,,,65,,0,178,18,,0,0,0,0,1,0,0,0,0.04100000000000015,0.03889943074003809,7.570823568000002,0.2666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SweetStout
2681,Kolsch,20.819764812,4.55,22.68,1.046,1.012,3.58,3268,3,0.0,28.39058838,90,,,,80,,0,151,16,,1,0,0,0,1,0,0,0,0.03400000000000003,0.032504780114722784,7.570823568000002,0.2666666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Kölsch
2682,Knock Your Veil Off Ale,21.766117758,5.29,19.47,1.052,1.011,2.79,1515,3,0.0,25.7408001312,90,,,18.333333333333332,75,,0,171,16,,0,0,0,0,0,1,0,0,0.04100000000000015,0.03897338403041839,3.9746823732000003,0.15441176470588236,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
2683,Belgian Tripel,20.819764812,8.77,37.5,1.087895640141109,1.021086555521398,4.98,3200,3,0.0,28.39058838,90,,,,70,,0,293,29,,0,0,0,0,1,0,0,0,0.06680908461971113,0.06141129916748765,7.570823568000002,0.2666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BelgianTripel
2684,Island's Belvarian Hefta-Ryeizen,20.819764812,6.17,31.74,1.063,1.016,6.33,821,3,0.0,18.92705892,60,,,,35,,0,208,22,,1,0,0,0,0,0,1,0,0.04699999999999993,0.04421448730009401,-1.8927058919999986,-0.09999999999999992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanWheatorRyeBeer
2685,Citrus Blonde,20.819764812,5.29,25.08,1.054,1.013,4.56,7068,3,0.0,26.497882488,60,1.042,,,70,,0,178,18,,0,0,0,0,1,0,0,0,0.04100000000000015,0.03889943074003809,5.678117675999999,0.21428571428571427,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,BlondeAle
2686,90 Shilling Clone,18.92705892,5.0,64.13,1.053,1.015,13.69,5159,3,0.0,24.605176596,60,,,,70,,0,176,19,,0,0,0,0,1,0,0,0,0.038000000000000034,0.036087369420702786,5.678117675999999,0.23076923076923075,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanAmberAle
2687,#1 Belgian Amber,8.0,5.87,34.26,1.0590000000000002,1.015,20.43,1438,3,0.0,12.0,60,,,21.0,54,,0,195,20,,0,0,0,0,1,0,0,0,0.04400000000000026,0.041548630783758506,4.0,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BelgianDarkStrongAle
2688,9 Malt Scotch,24.605176596,9.73,35.46,1.102,1.0270000000000001,26.0,2716,3,0.0,33.12235311,120,1.075,2.0,10.0,75,,0,342,36,,0,0,0,1,1,0,0,0,0.07499999999999996,0.06805807622504532,8.517176513999999,0.2571428571428571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,StrongScotchAle
2689,Mexican beer,20.819764812,5.21,28.79,1.053,1.013,10.69,2406,3,0.0,28.39058838,60,1.0390000000000001,,,70,,0,175,18,,0,0,0,0,1,0,0,0,0.040000000000000036,0.03798670465337135,7.570823568000002,0.2666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ViennaLager
2690,brown organic manic,11.356235351999999,4.58,28.73,1.045,1.01,26.78,933,3,0.0,12.1133177088,60,,,20.0,35,,0,148,15,,1,0,0,0,0,0,1,0,0.03499999999999992,0.0334928229665071,0.7570823568000016,0.06250000000000012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanBrownAle
2691,Coconut Donut Stout - #6,5.0,4.66,27.03,1.046,1.011,40.0,1620,3,0.0,6.0,60,,,,65,,0,151,15,,0,0,0,0,0,0,0,1,0.03500000000000014,0.033460803059273556,1.0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SweetStout
2692,Ky's Maudite,19.873411865999998,8.15,26.79,1.083,1.021,14.37,4103,3,0.0,25.551529542,60,,,,70,,0,276,28,,0,0,0,0,0,1,0,0,0.062000000000000055,0.05724838411819026,5.678117676000003,0.22222222222222232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BelgianDarkStrongAle
2693,Mint Chocolate Stout,18.92705892,10.26,79.21,1.102,1.024,40.0,7779,3,0.0,18.92705892,60,,,,35,,0,341,34,,1,0,0,0,0,0,1,0,0.07800000000000007,0.07078039927404724,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanStout
2694,Belgian Saison - Farmhouse Style Ale,18.92705892,5.77,16.73,1.055,1.011,2.84,11088,3,0.0,15.141647136,60,1.069,0.35,,70,,0,181,17,5.96,1,1,0,1,0,0,0,1,0.04400000000000004,0.0417061611374408,-3.785411784000001,-0.25000000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Saison
2695,Wallis Winter Ale,18.92705892,6.86,41.2,1.07,1.0170000000000001,40.0,1492,3,0.0,11.356235351999999,60,1.1159999999999999,,,50,,0,233,24,,1,0,0,0,0,0,1,0,0.052999999999999936,0.049532710280373766,-7.570823568000002,-0.6666666666666669,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holiday/WinterSpecialSpicedBeer
2696,Black EyePA,20.819764812,8.05,59.68,1.09,1.028,40.0,1117,3,0.0,26.497882488,90,,,,99,,0,303,35,,0,0,0,0,0,0,0,1,0.062000000000000055,0.05688073394495417,5.678117675999999,0.21428571428571427,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ImperialIPA
2697,hells bells christmas ale,20.819764812,7.97,38.64,1.079,1.018,23.4,3984,3,0.0,26.497882488,60,,,,75,,0,262,26,,0,0,0,0,0,0,1,0,0.06099999999999994,0.05653382761816492,5.678117675999999,0.21428571428571427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holiday/WinterSpecialSpicedBeer
2698,Janet's Brown Ale,22.712470703999998,6.63,66.04,1.0659999999999998,1.016,18.96,2665,3,0.0,29.336941325999998,90,1.051,,,75,,0,218,22,,0,0,0,0,1,0,0,0,0.04999999999999982,0.04690431519699796,6.6244706220000005,0.22580645161290325,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanBrownAle
2699,Kaiser Alt,40.0,4.69,26.11,1.0462481802936143,1.0105231487568351,12.27,3670,3,0.0,45.0,60,1.0412758439636332,,,80,,0,152,15,,0,0,0,0,1,0,0,0,0.035725031536779195,0.03414584819325897,5.0,0.1111111111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DüsseldorfAltbier
2700,Hundred Doller Imperial Cherry Chocolate Whiskey Oaked Stout,20.819764812,7.47,106.0,1.0759999999999998,1.0190000000000001,40.0,1694,3,0.0,28.39058838,75,1.056,,,62,,0,252,26,,0,0,0,0,1,0,0,0,0.05699999999999972,0.052973977695167034,7.570823568000002,0.2666666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanStout
2701,Red Ash Irish Ale,10.599152995199999,4.84,38.53,1.051,1.014,10.39,1670,3,0.0,14.19529419,60,1.038,,,65,,0,169,18,,0,0,0,0,1,0,0,0,0.03699999999999992,0.035204567078972335,3.5961411948000013,0.2533333333333334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,IrishRedAle
2702,Irish Death Clone,20.819764812,10.3,59.26,1.105,1.026,40.0,6616,3,0.0,24.605176596,60,,,,75,,0,352,36,,0,0,0,0,0,0,0,1,0.07899999999999996,0.07149321266968323,3.785411784000001,0.15384615384615388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SweetStout
2703,Brasino Dubbel,21.0,7.0,20.72,1.065,1.012,24.5,2044,3,0.0,28.0,90,,,,70,,0,213,19,,0,0,0,0,1,0,0,0,0.052999999999999936,0.04976525821596239,7.0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BelgianDubbel
2704,English Porter,41.639529624,5.66,30.8,1.063,1.0190000000000001,32.83,1936,3,0.0,49.210353192,60,,,,70,,0,210,24,,0,0,0,0,1,0,0,0,0.04399999999999982,0.04139228598306662,7.570823568000002,0.15384615384615388,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,RobustPorter
2705,S'morter,9.46352946,6.1,32.44,1.065,1.018,38.69,1485,3,0.0,15.141647136,60,,,,70,,0,216,24,,0,0,0,0,1,0,0,0,0.04699999999999993,0.04413145539906097,5.678117675999999,0.37499999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SweetStout
2706,Belgian Golden Strong Ale,20.819764812,7.88,27.38,1.079,1.0190000000000001,4.03,1120,3,0.0,27.6335060232,90,,,,80,,0,262,26,,0,0,0,0,1,0,0,0,0.05999999999999983,0.055607043558850634,6.8137412112,0.24657534246575344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BelgianGoldenStrongAle
2707,Munich Helles,20.819764812,4.95,20.11,1.0490000000000002,1.012,3.62,1357,3,0.0,28.39058838,90,,,,65,,0,162,17,,0,0,0,0,1,0,0,0,0.037000000000000144,0.035271687321258474,7.570823568000002,0.2666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MunichHelles
2708,Coors Light Clone,20.819764812,3.7,29.37,1.036,1.008,2.83,19714,3,0.0,11.356235351999999,60,,,,70,,0,117,12,,0,0,0,0,0,0,1,0,0.028000000000000025,0.02702702702702705,-9.46352946,-0.8333333333333335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LightAmericanLager
2709,GL Christmas Ale - Clone,20.819764812,7.5,26.23,1.0759999999999998,1.0190000000000001,11.22,2678,3,0.0,26.497882488,60,,,,65,,0,252,26,,0,0,0,0,1,0,0,0,0.05699999999999972,0.052973977695167034,5.678117675999999,0.21428571428571427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holiday/WinterSpecialSpicedBeer
